,ref_no,project,family,genus,species,day,month,month_numeric,year,state,county,locality,resurvey_site,genusspeciesconcat,ioc.key,latitude,longitude
170,,active_resurvey,Cardinalidae,Passerina,ciris,3,June,6,2022,Kansas,Comanche/Barber,,Kansas: Comanche & Barber Co.; Aetna,Passerinaciris,Passerina:ciris,37.0651,-98.975143
171,,active_resurvey,Hirundinidae,Stelgidopteryx,serripennis,3,June,6,2022,Kansas,Comanche/Barber,,Kansas: Comanche & Barber Co.; Aetna,Stelgidopteryxserripennis,Stelgidopteryx:serripennis,37.0651,-98.975143
172,,active_resurvey,Troglodytidae,Thryomanes,bewickii,3,June,6,2022,Kansas,Comanche/Barber,,Kansas: Comanche & Barber Co.; Aetna,Thryomanesbewickii,Thryomanes:bewickii,37.0651,-98.975143
173,,active_resurvey,Troglodytidae,Thryomanes,bewickii,3,June,6,2022,Kansas,Comanche/Barber,,Kansas: Comanche & Barber Co.; Aetna,Thryomanesbewickii,Thryomanes:bewickii,37.0651,-98.975143
174,,active_resurvey,Cuculidae,Coccyzus,americanus,3,June,6,2022,Kansas,Comanche/Barber,,Kansas: Comanche & Barber Co.; Aetna,Coccyzusamericanus,Coccyzus:americanus,37.0651,-98.975143
175,,active_resurvey,Passerellidae,Chondestes,grammacus,3,June,6,2022,Kansas,Comanche/Barber,,Kansas: Comanche & Barber Co.; Aetna,Chondestesgrammacus,Chondestes:grammacus,37.0651,-98.975143
176,,active_resurvey,Accipitridae,Buteo,jamaicensis,4,June,6,2022,Kansas,Comanche/Barber,,Kansas: Comanche & Barber Co.; Aetna,Buteojamaicensis,Buteo:jamaicensis,37.0651,-98.975143
177,,active_resurvey,Icteridae,Sturnella,magna,4,June,6,2022,Kansas,Comanche/Barber,,Kansas: Comanche & Barber Co.; Aetna,Sturnellamagna,Sturnella:magna,37.0651,-98.975143
178,,active_resurvey,Caprimulgidae,Phalaenoptilus,nuttallii,4,June,6,2022,Kansas,Comanche/Barber,,Kansas: Comanche & Barber Co.; Aetna,Phalaenoptilusnuttallii,Phalaenoptilus:nuttallii,37.0651,-98.975143
179,,active_resurvey,Odontophoridae,Colinus,virginianus,4,June,6,2022,Kansas,Comanche/Barber,,Kansas: Comanche & Barber Co.; Aetna,Colinusvirginianus,Colinus:virginianus,37.0651,-98.975143
180,,active_resurvey,Tyrannidae,Tyrannus,forficatus,4,June,6,2022,Kansas,Comanche/Barber,,Kansas: Comanche & Barber Co.; Aetna,Tyrannusforficatus,Tyrannus:forficatus,37.0651,-98.975143
181,,active_resurvey,Alaudidae,Eremophila,alpestris,4,June,6,2022,Kansas,Comanche/Barber,,Kansas: Comanche & Barber Co.; Aetna,Eremophilaalpestris,Eremophila:alpestris,37.0651,-98.975143
182,,active_resurvey,Icteridae,Agelaius,phoeniceus,4,June,6,2022,Kansas,Comanche/Barber,,Kansas: Comanche & Barber Co.; Aetna,Agelaiusphoeniceus,Agelaius:phoeniceus,37.0651,-98.975143
183,,active_resurvey,Odontophoridae,Colinus,virginianus,4,June,6,2022,Kansas,Comanche/Barber,,Kansas: Comanche & Barber Co.; Aetna,Colinusvirginianus,Colinus:virginianus,37.0651,-98.975143
184,,active_resurvey,Caprimulgidae,Chordeiles,minor,4,June,6,2022,Kansas,Comanche/Barber,,Kansas: Comanche & Barber Co.; Aetna,Chordeilesminor,Chordeiles:minor,37.0651,-98.975143
185,,active_resurvey,Falconidae,Falco,sparverius,4,June,6,2022,Kansas,Comanche/Barber,,Kansas: Comanche & Barber Co.; Aetna,Falcosparverius,Falco:sparverius,37.0651,-98.975143
186,,active_resurvey,Columbidae,Zenaida,macroura,4,June,6,2022,Kansas,Comanche/Barber,,Kansas: Comanche & Barber Co.; Aetna,Zenaidamacroura,Zenaida:macroura,37.0651,-98.975143
187,,active_resurvey,Picidae,Melanerpes,erythrocephalus,4,June,6,2022,Kansas,Comanche/Barber,,Kansas: Comanche & Barber Co.; Aetna,Melanerpeserythrocephalus,Melanerpes:erythrocephalus,37.0651,-98.975143
188,,active_resurvey,Icteridae,Agelaius,phoeniceus,4,June,6,2022,Kansas,Comanche/Barber,,Kansas: Comanche & Barber Co.; Aetna,Agelaiusphoeniceus,Agelaius:phoeniceus,37.0651,-98.975143
189,,active_resurvey,Icteridae,Agelaius,phoeniceus,4,June,6,2022,Kansas,Comanche/Barber,,Kansas: Comanche & Barber Co.; Aetna,Agelaiusphoeniceus,Agelaius:phoeniceus,37.0651,-98.975143
190,,active_resurvey,Icteridae,Quiscalus,quiscula,4,June,6,2022,Kansas,Comanche/Barber,,Kansas: Comanche & Barber Co.; Aetna,Quiscalusquiscula,Quiscalus:quiscula,37.0651,-98.975143
191,,active_resurvey,Cardinalidae,Passerina,cyanea,4,June,6,2022,Kansas,Comanche/Barber,,Kansas: Comanche & Barber Co.; Aetna,Passerinacyanea,Passerina:cyanea,37.0651,-98.975143
192,,active_resurvey,Cardinalidae,Passerina,caerulea,4,June,6,2022,Kansas,Comanche/Barber,,Kansas: Comanche & Barber Co.; Aetna,Passerinacaerulea,Passerina:caerulea,37.0651,-98.975143
193,,active_resurvey,Cardinalidae,Passerina,caerulea,4,June,6,2022,Kansas,Comanche/Barber,,Kansas: Comanche & Barber Co.; Aetna,Passerinacaerulea,Passerina:caerulea,37.0651,-98.975143
194,,active_resurvey,Cardinalidae,Passerina,caerulea,4,June,6,2022,Kansas,Comanche/Barber,,Kansas: Comanche & Barber Co.; Aetna,Passerinacaerulea,Passerina:caerulea,37.0651,-98.975143
195,,active_resurvey,Passerellidae,Spizella,pusilla,4,June,6,2022,Kansas,Comanche/Barber,,Kansas: Comanche & Barber Co.; Aetna,Spizellapusilla,Spizella:pusilla,37.0651,-98.975143
196,,active_resurvey,Passerellidae,Spizella,pusilla,4,June,6,2022,Kansas,Comanche/Barber,,Kansas: Comanche & Barber Co.; Aetna,Spizellapusilla,Spizella:pusilla,37.0651,-98.975143
197,,active_resurvey,Paridae,Poecile,carolinensis,4,June,6,2022,Kansas,Comanche/Barber,,Kansas: Comanche & Barber Co.; Aetna,Poecilecarolinensis,Poecile:carolinensis,37.0651,-98.975143
198,,active_resurvey,Vireonidae,Vireo,bellii,4,June,6,2022,Kansas,Comanche/Barber,,Kansas: Comanche & Barber Co.; Aetna,Vireobellii,Vireo:bellii,37.0651,-98.975143
199,,active_resurvey,Vireonidae,Vireo,bellii,4,June,6,2022,Kansas,Comanche/Barber,,Kansas: Comanche & Barber Co.; Aetna,Vireobellii,Vireo:bellii,37.0651,-98.975143
200,,active_resurvey,Polioptilidae,Polioptila,caerulea,4,June,6,2022,Kansas,Comanche/Barber,,Kansas: Comanche & Barber Co.; Aetna,Polioptilacaerulea,Polioptila:caerulea,37.0651,-98.975143
201,,active_resurvey,Hirundinidae,Petrochelidon,pyrrhonota,4,June,6,2022,Kansas,Comanche/Barber,,Kansas: Comanche & Barber Co.; Aetna,Petrochelidonpyrrhonota,Petrochelidon:pyrrhonota,37.0651,-98.975143
202,,active_resurvey,Tyrannidae,Sayornis,phoebe,4,June,6,2022,Kansas,Comanche/Barber,,Kansas: Comanche & Barber Co.; Aetna,Sayornisphoebe,Sayornis:phoebe,37.0651,-98.975143
203,,active_resurvey,Tyrannidae,Myiarchus,crinitus,4,June,6,2022,Kansas,Comanche/Barber,,Kansas: Comanche & Barber Co.; Aetna,Myiarchuscrinitus,Myiarchus:crinitus,37.0651,-98.975143
204,,active_resurvey,Mimidae,Toxostoma,rufum,4,June,6,2022,Kansas,Comanche/Barber,,Kansas: Comanche & Barber Co.; Aetna,Toxostomarufum,Toxostoma:rufum,37.0651,-98.975143
205,,active_resurvey,Picidae,Melanerpes,erythrocephalus,4,June,6,2022,Kansas,Comanche/Barber,,Kansas: Comanche & Barber Co.; Aetna,Melanerpeserythrocephalus,Melanerpes:erythrocephalus,37.0651,-98.975143
206,,active_resurvey,Polioptilidae,Polioptila,caerulea,4,June,6,2022,Kansas,Comanche/Barber,,Kansas: Comanche & Barber Co.; Aetna,Polioptilacaerulea,Polioptila:caerulea,37.0651,-98.975143
207,,active_resurvey,Passerellidae,Peucaea,cassinii,4,June,6,2022,Kansas,Comanche/Barber,,Kansas: Comanche & Barber Co.; Aetna,Peucaeacassinii,Peucaea:cassinii,37.0651,-98.975143
208,,active_resurvey,Hirundinidae,Petrochelidon,pyrrhonota,4,June,6,2022,Kansas,Comanche/Barber,,Kansas: Comanche & Barber Co.; Aetna,Petrochelidonpyrrhonota,Petrochelidon:pyrrhonota,37.0651,-98.975143
209,,active_resurvey,Icteridae,Sturnella,neglecta,5,June,6,2022,Kansas,Comanche/Barber,,Kansas: Comanche & Barber Co.; Aetna,Sturnellaneglecta,Sturnella:neglecta,37.0651,-98.975143
210,,active_resurvey,Accipitridae,Ictinia,mississippiensis,5,June,6,2022,Kansas,Comanche/Barber,,Kansas: Comanche & Barber Co.; Aetna,Ictiniamississippiensis,Ictinia:mississippiensis,37.0651,-98.975143
211,,active_resurvey,Strigidae,Athene,cunicularia,5,June,6,2022,Kansas,Comanche/Barber,,Kansas: Comanche & Barber Co.; Aetna,Athenecunicularia,Athene:cunicularia,37.0651,-98.975143
212,,active_resurvey,Tyrannidae,Tyrannus,forficatus,5,June,6,2022,Kansas,Comanche/Barber,,Kansas: Comanche & Barber Co.; Aetna,Tyrannusforficatus,Tyrannus:forficatus,37.0651,-98.975143
213,,active_resurvey,Alaudidae,Eremophila,alpestris,5,June,6,2022,Kansas,Comanche/Barber,,Kansas: Comanche & Barber Co.; Aetna,Eremophilaalpestris,Eremophila:alpestris,37.0651,-98.975143
214,,active_resurvey,Caprimulgidae,Phalaenoptilus,nuttallii,5,June,6,2022,Kansas,Comanche/Barber,,Kansas: Comanche & Barber Co.; Aetna,Phalaenoptilusnuttallii,Phalaenoptilus:nuttallii,37.0651,-98.975143
215,,active_resurvey,Tyrannidae,Contopus,cooperi,5,June,6,2022,Kansas,Comanche/Barber,,Kansas: Comanche & Barber Co.; Aetna,Contopuscooperi,Contopus:cooperi,37.0651,-98.975143
216,,active_resurvey,Picidae,Melanerpes,carolinus,5,June,6,2022,Kansas,Comanche/Barber,,Kansas: Comanche & Barber Co.; Aetna,Melanerpescarolinus,Melanerpes:carolinus,37.0651,-98.975143
217,,active_resurvey,Troglodytidae,Thryothorus,ludovicianus,5,June,6,2022,Kansas,Comanche/Barber,,Kansas: Comanche & Barber Co.; Aetna,Thryothorusludovicianus,Thryothorus:ludovicianus,37.0651,-98.975143
218,,active_resurvey,Paridae,Poecile,carolinensis,5,June,6,2022,Kansas,Comanche/Barber,,Kansas: Comanche & Barber Co.; Aetna,Poecilecarolinensis,Poecile:carolinensis,37.0651,-98.975143
219,,active_resurvey,Paridae,Poecile,carolinensis,5,June,6,2022,Kansas,Comanche/Barber,,Kansas: Comanche & Barber Co.; Aetna,Poecilecarolinensis,Poecile:carolinensis,37.0651,-98.975143
220,,active_resurvey,Picidae,Dryobates,pubescens,5,June,6,2022,Kansas,Comanche/Barber,,Kansas: Comanche & Barber Co.; Aetna,Dryobatespubescens,Dryobates:pubescens,37.0651,-98.975143
221,,active_resurvey,Cardinalidae,Cardinalis,cardinalis,5,June,6,2022,Kansas,Comanche/Barber,,Kansas: Comanche & Barber Co.; Aetna,Cardinaliscardinalis,Cardinalis:cardinalis,37.0651,-98.975143
222,,active_resurvey,Cardinalidae,Spiza,americana,5,June,6,2022,Kansas,Comanche/Barber,,Kansas: Comanche & Barber Co.; Aetna,Spizaamericana,Spiza:americana,37.0651,-98.975143
223,,active_resurvey,Tyrannidae,Myiarchus,crinitus,5,June,6,2022,Kansas,Comanche/Barber,,Kansas: Comanche & Barber Co.; Aetna,Myiarchuscrinitus,Myiarchus:crinitus,37.0651,-98.975143
224,,active_resurvey,Turdidae,Sialia,sialis,5,June,6,2022,Kansas,Comanche/Barber,,Kansas: Comanche & Barber Co.; Aetna,Sialiasialis,Sialia:sialis,37.0651,-98.975143
225,,active_resurvey,Picidae,Melanerpes,carolinus,5,June,6,2022,Kansas,Comanche/Barber,,Kansas: Comanche & Barber Co.; Aetna,Melanerpescarolinus,Melanerpes:carolinus,37.0651,-98.975143
226,,active_resurvey,Tyrannidae,Tyrannus,tyrannus,5,June,6,2022,Kansas,Comanche/Barber,,Kansas: Comanche & Barber Co.; Aetna,Tyrannustyrannus,Tyrannus:tyrannus,37.0651,-98.975143
227,,active_resurvey,Icteridae,Molothrus,ater,5,June,6,2022,Kansas,Comanche/Barber,,Kansas: Comanche & Barber Co.; Aetna,Molothrusater,Molothrus:ater,37.0651,-98.975143
228,,active_resurvey,Accipitridae,Ictinia,mississippiensis,6,June,6,2022,Kansas,Comanche/Barber,,Kansas: Comanche & Barber Co.; Aetna,Ictiniamississippiensis,Ictinia:mississippiensis,37.0651,-98.975143
229,,active_resurvey,Turdidae,Sialia,sialis,6,June,6,2022,Kansas,Comanche/Barber,,Kansas: Comanche & Barber Co.; Aetna,Sialiasialis,Sialia:sialis,37.0651,-98.975143
230,,active_resurvey,Corvidae,Cyanocitta,cristata,6,June,6,2022,Kansas,Comanche/Barber,,Kansas: Comanche & Barber Co.; Aetna,Cyanocittacristata,Cyanocitta:cristata,37.0651,-98.975143
231,,active_resurvey,Cardinalidae,Passerina,caerulea,6,June,6,2022,Kansas,Comanche/Barber,,Kansas: Comanche & Barber Co.; Aetna,Passerinacaerulea,Passerina:caerulea,37.0651,-98.975143
232,,active_resurvey,Cardinalidae,Spiza,americana,6,June,6,2022,Kansas,Comanche/Barber,,Kansas: Comanche & Barber Co.; Aetna,Spizaamericana,Spiza:americana,37.0651,-98.975143
233,,active_resurvey,Troglodytidae,Salpinctes,obsoletus,6,June,6,2022,Kansas,Comanche/Barber,,Kansas: Comanche & Barber Co.; Aetna,Salpinctesobsoletus,Salpinctes:obsoletus,37.0651,-98.975143
347,,active_resurvey,Charadriidae,Charadrius,vociferus,14,April,4,2023,Kansas,Comanche/Barber,,Kansas: Comanche & Barber Co.; Aetna,Charadriusvociferus,Charadrius:vociferus,37.0651,-98.975143
353,,active_resurvey,Strigidae,Bubo,virginianus,15,April,4,2023,Kansas,Comanche/Barber,,Kansas: Comanche & Barber Co.; Aetna,Bubovirginianus,Bubo:virginianus,37.0651,-98.975143
354,,active_resurvey,Strigidae,Bubo,virginianus,15,April,4,2023,Kansas,Comanche/Barber,,Kansas: Comanche & Barber Co.; Aetna,Bubovirginianus,Bubo:virginianus,37.0651,-98.975143
355,,active_resurvey,Picidae,Dryobates,pubescens,16,April,4,2023,Kansas,Comanche/Barber,,Kansas: Comanche & Barber Co.; Aetna,Dryobatespubescens,Dryobates:pubescens,37.0651,-98.975143
356,,active_resurvey,Picidae,Dryobates,pubescens,16,April,4,2023,Kansas,Comanche/Barber,,Kansas: Comanche & Barber Co.; Aetna,Dryobatespubescens,Dryobates:pubescens,37.0651,-98.975143
357,,active_resurvey,Picidae,Melanerpes,carolinus,16,April,4,2023,Kansas,Comanche/Barber,,Kansas: Comanche & Barber Co.; Aetna,Melanerpescarolinus,Melanerpes:carolinus,37.0651,-98.975143
358,,active_resurvey,Picidae,Melanerpes,carolinus,16,April,4,2023,Kansas,Comanche/Barber,,Kansas: Comanche & Barber Co.; Aetna,Melanerpescarolinus,Melanerpes:carolinus,37.0651,-98.975143
359,,active_resurvey,Picidae,Melanerpes,carolinus,16,April,4,2023,Kansas,Comanche/Barber,,Kansas: Comanche & Barber Co.; Aetna,Melanerpescarolinus,Melanerpes:carolinus,37.0651,-98.975143
360,,active_resurvey,Tyrannidae,Sayornis,phoebe,16,April,4,2023,Kansas,Comanche/Barber,,Kansas: Comanche & Barber Co.; Aetna,Sayornisphoebe,Sayornis:phoebe,37.0651,-98.975143
361,,active_resurvey,Paridae,Poecile,carolinensis,16,April,4,2023,Kansas,Comanche/Barber,,Kansas: Comanche & Barber Co.; Aetna,Poecilecarolinensis,Poecile:carolinensis,37.0651,-98.975143
362,,active_resurvey,Icteridae,Quiscalus,quiscula,16,April,4,2023,Kansas,Comanche/Barber,,Kansas: Comanche & Barber Co.; Aetna,Quiscalusquiscula,Quiscalus:quiscula,37.0651,-98.975143
363,,active_resurvey,Icteridae,Quiscalus,quiscula,16,April,4,2023,Kansas,Comanche/Barber,,Kansas: Comanche & Barber Co.; Aetna,Quiscalusquiscula,Quiscalus:quiscula,37.0651,-98.975143
364,,active_resurvey,Turdidae,Sialia,sialis,16,April,4,2023,Kansas,Comanche/Barber,,Kansas: Comanche & Barber Co.; Aetna,Sialiasialis,Sialia:sialis,37.0651,-98.975143
365,,active_resurvey,Icteridae,Sturnella,neglecta,16,April,4,2023,Kansas,Comanche/Barber,,Kansas: Comanche & Barber Co.; Aetna,Sturnellaneglecta,Sturnella:neglecta,37.0651,-98.975143
366,,active_resurvey,Icteridae,Sturnella,neglecta,16,April,4,2023,Kansas,Comanche/Barber,,Kansas: Comanche & Barber Co.; Aetna,Sturnellaneglecta,Sturnella:neglecta,37.0651,-98.975143
367,,active_resurvey,Icteridae,Sturnella,magna,16,April,4,2023,Kansas,Comanche/Barber,,Kansas: Comanche & Barber Co.; Aetna,Sturnellamagna,Sturnella:magna,37.0651,-98.975143
368,,active_resurvey,Icteridae,Sturnella,neglecta,16,April,4,2023,Kansas,Comanche/Barber,,Kansas: Comanche & Barber Co.; Aetna,Sturnellaneglecta,Sturnella:neglecta,37.0651,-98.975143
369,,active_resurvey,Hirundinidae,Tachycineta,bicolor,16,April,4,2023,Kansas,Comanche/Barber,,Kansas: Comanche & Barber Co.; Aetna,Tachycinetabicolor,Tachycineta:bicolor,37.0651,-98.975143
370,,active_resurvey,Hirundinidae,Tachycineta,bicolor,16,April,4,2023,Kansas,Comanche/Barber,,Kansas: Comanche & Barber Co.; Aetna,Tachycinetabicolor,Tachycineta:bicolor,37.0651,-98.975143
371,,active_resurvey,Troglodytidae,Thryomanes,bewickii,16,April,4,2023,Kansas,Comanche/Barber,,Kansas: Comanche & Barber Co.; Aetna,Thryomanesbewickii,Thryomanes:bewickii,37.0651,-98.975143
372,,active_resurvey,Tyrannidae,Tyrannus,forficatus,16,April,4,2023,Kansas,Comanche/Barber,,Kansas: Comanche & Barber Co.; Aetna,Tyrannusforficatus,Tyrannus:forficatus,37.0651,-98.975143
373,,active_resurvey,Icteridae,Agelaius,phoeniceus,17,April,4,2023,Kansas,Comanche/Barber,,Kansas: Comanche & Barber Co.; Aetna,Agelaiusphoeniceus,Agelaius:phoeniceus,37.0651,-98.975143
374,,active_resurvey,Cardinalidae,Cardinalis,cardinalis,17,April,4,2023,Kansas,Comanche/Barber,,Kansas: Comanche & Barber Co.; Aetna,Cardinaliscardinalis,Cardinalis:cardinalis,37.0651,-98.975143
375,,active_resurvey,Cardinalidae,Cardinalis,cardinalis,17,April,4,2023,Kansas,Comanche/Barber,,Kansas: Comanche & Barber Co.; Aetna,Cardinaliscardinalis,Cardinalis:cardinalis,37.0651,-98.975143
376,,active_resurvey,Picidae,Colaptes,auratus,17,April,4,2023,Kansas,Comanche/Barber,,Kansas: Comanche & Barber Co.; Aetna,Colaptesauratus,Colaptes:auratus,37.0651,-98.975143
377,,active_resurvey,Corvidae,Cyanocitta,cristata,17,April,4,2023,Kansas,Comanche/Barber,,Kansas: Comanche & Barber Co.; Aetna,Cyanocittacristata,Cyanocitta:cristata,37.0651,-98.975143
378,,active_resurvey,Picidae,Dryobates,pubescens,17,April,4,2023,Kansas,Comanche/Barber,,Kansas: Comanche & Barber Co.; Aetna,Dryobatespubescens,Dryobates:pubescens,37.0651,-98.975143
379,,active_resurvey,Picidae,Leuconotopicus,villosus,17,April,4,2023,Kansas,Comanche/Barber,,Kansas: Comanche & Barber Co.; Aetna,Leuconotopicusvillosus,Leuconotopicus:villosus,37.0651,-98.975143
380,,active_resurvey,Picidae,Melanerpes,carolinus,17,April,4,2023,Kansas,Comanche/Barber,,Kansas: Comanche & Barber Co.; Aetna,Melanerpescarolinus,Melanerpes:carolinus,37.0651,-98.975143
381,,active_resurvey,Tyrannidae,Sayornis,phoebe,17,April,4,2023,Kansas,Comanche/Barber,,Kansas: Comanche & Barber Co.; Aetna,Sayornisphoebe,Sayornis:phoebe,37.0651,-98.975143
382,,active_resurvey,Strigidae,Strix,varia,17,April,4,2023,Kansas,Comanche/Barber,,Kansas: Comanche & Barber Co.; Aetna,Strixvaria,Strix:varia,37.0651,-98.975143
383,,active_resurvey,Icteridae,Sturnella,neglecta,17,April,4,2023,Kansas,Comanche/Barber,,Kansas: Comanche & Barber Co.; Aetna,Sturnellaneglecta,Sturnella:neglecta,37.0651,-98.975143
384,,active_resurvey,Icteridae,Sturnella,magna,17,April,4,2023,Kansas,Comanche/Barber,,Kansas: Comanche & Barber Co.; Aetna,Sturnellamagna,Sturnella:magna,37.0651,-98.975143
385,,active_resurvey,Icteridae,Sturnella,magna,17,April,4,2023,Kansas,Comanche/Barber,,Kansas: Comanche & Barber Co.; Aetna,Sturnellamagna,Sturnella:magna,37.0651,-98.975143
386,,active_resurvey,Icteridae,Sturnella,magna,17,April,4,2023,Kansas,Comanche/Barber,,Kansas: Comanche & Barber Co.; Aetna,Sturnellamagna,Sturnella:magna,37.0651,-98.975143
387,,active_resurvey,Troglodytidae,Thryomanes,bewickii,17,April,4,2023,Kansas,Comanche/Barber,,Kansas: Comanche & Barber Co.; Aetna,Thryomanesbewickii,Thryomanes:bewickii,37.0651,-98.975143
388,,active_resurvey,Turdidae,Turdus,migratorius,17,April,4,2023,Kansas,Comanche/Barber,,Kansas: Comanche & Barber Co.; Aetna,Turdusmigratorius,Turdus:migratorius,37.0651,-98.975143
389,,active_resurvey,Alcedinidae,Megaceryle,alcyon,18,April,4,2023,Kansas,Comanche/Barber,,Kansas: Comanche & Barber Co.; Aetna,Megacerylealcyon,Megaceryle:alcyon,37.0651,-98.975143
390,,active_resurvey,Tyrannidae,Sayornis,phoebe,18,April,4,2023,Kansas,Comanche/Barber,,Kansas: Comanche & Barber Co.; Aetna,Sayornisphoebe,Sayornis:phoebe,37.0651,-98.975143
391,,active_resurvey,Tyrannidae,Sayornis,phoebe,18,April,4,2023,Kansas,Comanche/Barber,,Kansas: Comanche & Barber Co.; Aetna,Sayornisphoebe,Sayornis:phoebe,37.0651,-98.975143
392,,active_resurvey,Mimidae,Toxostoma,rufum,18,April,4,2023,Kansas,Comanche/Barber,,Kansas: Comanche & Barber Co.; Aetna,Toxostomarufum,Toxostoma:rufum,37.0651,-98.975143
393,,active_resurvey,Troglodytidae,Troglodytes,aedon,18,April,4,2023,Kansas,Comanche/Barber,,Kansas: Comanche & Barber Co.; Aetna,Troglodytesaedon,Troglodytes:aedon,37.0651,-98.975143
394,,active_resurvey,Phasianidae,Phasianus,colchicus,27,April,4,2023,Kansas,Comanche/Barber,,Kansas: Comanche & Barber Co.; Aetna,Phasianuscolchicus,Phasianus:colchicus,37.0651,-98.975143
387,KT_39431,active_resurvey,Troglodytidae,Thryomanes,bewickii,21,April,4,2024,Kansas,Comanche/Barber,,Kansas: Comanche & Barber Co.; Aetna,Thryomanesbewickii,Thryomanes:bewickii,37.0651,-98.975143
388,KT_39432,active_resurvey,Tyrannidae,Tyrannus,forficatus,21,April,4,2024,Kansas,Comanche/Barber,,Kansas: Comanche & Barber Co.; Aetna,Tyrannusforficatus,Tyrannus:forficatus,37.0651,-98.975143
389,KT_39433,active_resurvey,Troglodytidae,Salpinctes,obsoletus,22,April,4,2024,Kansas,Comanche/Barber,,Kansas: Comanche & Barber Co.; Aetna,Salpinctesobsoletus,Salpinctes:obsoletus,37.0651,-98.975143
390,KT_39434,active_resurvey,Charadriidae,Charadrius,vociferus,22,April,4,2024,Kansas,Comanche/Barber,,Kansas: Comanche & Barber Co.; Aetna,Charadriusvociferus,Charadrius:vociferus,37.0651,-98.975143
427,KT_39471,active_resurvey,Scolopacidae,Phalaropus,tricolor,22,April,4,2024,Kansas,Comanche/Barber,,Kansas: Comanche & Barber Co.; Aetna,Phalaropustricolor,Phalaropus:tricolor,37.0651,-98.975143
